id,naziv,adresa,pbroj,mesto,opstina,okrug,suprava,www,tel,fax,vrsta,odeljenja,gps
930,"Свети Сава","Ђуре Јакшића бб",17510,"Владичин Хан","Владичин Хан",Пчињски,Лесковац,"http://www.svetisavavhan.edu.rs ",017474733,017474732,"Основна школа",21,"42.70783031644225,22.065224647521973"
1142,"Бранко Радичевић","Боре Станковић 40",17510,"Владичин Хан","Владичин Хан",Пчињски,Лесковац,http://osbradicevichan.nasaskola.rs,017474808,017474807,"Основна школа",26,"42.71016781432028,22.058401107788086"
1162,"Бора Станковић",Јелашница,17512,Јелашница,Сурдулица,Пчињски,Лесковац,http://osborastankovicjelasnica.nasaskola.rs/,017476250,017476250,"Основна школа",9,"42.64199344022056,22.092819213867188"
1144,"Вук Караџић","Село Стубал",17512,"Стубал, Владичин Хан","Владичин Хан",Пчињски,Лесковац,http://www.osvukstubal.org,017484331,017484331,"Основна школа",10,"42.63432180694662,22.033660411834717"
1143,"Војвода Радомир Путник","Владичин Хан",17514,Џеп,"Владичин Хан",Пчињски,Лесковац,http://osvojvodaradomirputnikdzep.nasaskola.rs,017479130,017479130,"Основна школа",6,"42.77215621891657,22.097797393798828"
1133,"Сами Фрашери",б.б,17520,Лучане,Бујановац,Пчињски,Лесковац,http://samifraserilucane.com,0638418617,0638418617,"Основна школа",8,"42.445477 21.711381"
1134,"Наим Фрашери","ул. Доситеј Обрадовић  13",17520,Бујановац,Бујановац,Пчињски,Лесковац,http://osnaimfrasheri.nasaskola.rs,017651304,017651304,"Основна школа",17,"42.45705915547773,21.762242317199707"
1137,"Бранко Радичевић","Бранка Радичевића бр. 1",17520,Бујановац,Бујановац,Пчињски,Лесковац,http://osbrankoradicevicbujanovacnasaskola.rs,017651257,017651257,"Основна школа",49,"42.46431730126145,21.769291162490845"
1141,"Вук Стефановић Караџић","с. Левосоје, Бујановац",17520,Левосоје,Бујановац,Пчињски,Лесковац,http://osvuklevosoje.nasaskola.rs/,017652239,017652239,"Основна школа",8,"42.43637832599406,21.74650338293759"
1068,"Али Бекташи",Несалце,17520,Несалце,Бујановац,Пчињски,Лесковац,"http://skola nema vebsajt",062555133,017490814,"Основна школа",9,"42.418387638568504,21.711387634277344"
1146,"1. мај","Народног фронта бб",17521,Вртогош,Врање,Пчињски,Лесковац,,017445103,017445103,"Основна школа",8,"42.499157,21.812980"
1139,"Драгомир Трајковић","с. Жбевац, Ристовац",17521,Жбевац,Бујановац,Пчињски,Лесковац,http://dragomirtrajkovic.nasaskola.rs/,01750938,01750938,"Основна школа",6,"42.44892539171768,21.83586895465851"
932,"Бранислав Нушић",Ратаје,17521,"Ратаје, Ристовац",Врање,Пчињски,Лесковац,,01759003,01759035,"Основна школа",11,"42.48057977419734,21.878328323364258"
1140,"Десанка Максимовић","Биљача бб",17522,Биљача,Бујановац,Пчињски,Лесковац,,017647200,017647200,"Основна школа",13,"42.35616150873135,21.746143698692322"
1156,"Селами Халичи",Ораовица,17523,Ораовица,Прешево,Пчињски,Лесковац,https://www.gmail.com/os.oraovica1,0177671225,0177671225,"Основна школа",20,"42.33799118494392,21.66057586669922"
1149,Дитурија,ПРЕШЕВО,17523,ЦРНОТИНЦЕ,Прешево,Пчињски,Лесковац,,063595517,0,"Основна школа",12,"42.35007624445802,21.700916290283203"
1150,"9. мај",Рељан,17523,Рељан,Прешево,Пчињски,Лесковац,http://nema,017667376,017667376,"Основна школа",18,"42.32403179535469,21.728897094726562"
1151,"Вук Караџић","Железничка 14/б",17523,Прешево,Прешево,Пчињски,Лесковац,http://ospresevo.webs.com,017664387,017664387,"Основна школа",9,"42.299765, 21.686572"
1152,"Абдулах Крашница","Миратовац бб",17523,Миратовац,Прешево,Пчињски,Лесковац,http://shf.a.krashnica.miratoc,0177676100,0177676100,"Основна школа",14,"42.19393393313973,21.6595458984375"
1153,Миђени,Церевајке,17523,Церевајке,Прешево,Пчињски,Лесковац,http://nema,0631727444,0,"Основна школа",5,"42.340528922925024,21.56444549560547"
1154,"Професор Ибрахим Кељменди","15 новембар 106",17523,Прешево,Прешево,Пчињски,Лесковац,,017660105,017660105,"Основна школа",57,"42.30442790159798,21.657464504241943"
1155,"Зенељ Хајдини","Рајинце бб",17523,"Рајинце - Прешево",Прешево,Пчињски,Лесковац,,062311470,0,"Основна школа",11,"42.37756823359386,21.700401306152344"
1138,"Бора Станковић","село Кленике",17524,Кленике,Бујановац,Пчињски,Лесковац,http://osborastankovicklenike.nasaskola.rs/,01758119,01758119,"Основна школа",11,"42.38883742264551,21.889904737472534"
1165,"Бранко Радичевић","Осме српске ударне бригаде 1",17525,Трговиште,Трговиште,Пчињски,Лесковац,,017452254,017452254,"Основна школа",12,"42.362564, 22.084355"
1167,"Бора Станковић","Ново Село бб",17525,"Ново Село",Трговиште,Пчињски,Лесковац,,017490262,017490262,"Основна школа",10,"42.38226001234662,21.97739839553833"
1166,"Вук Караџић","Доњи Стајевац",17526,"Доњи Стајевац",Трговиште,Пчињски,Лесковац,,017490251,017490251,"Основна школа",6,"42.40457286256256,22.163822650909424"
1135,"Муарем Кадрију","Велики Трновац",17528,"Велики Трновац",Бујановац,Пчињски,Лесковац,http://www.mkadriu.com,017656671,017656671,"Основна школа",36,"42.474184, 21.716902"
1136,Миђени,Муховац,17529,Муховац,Бујановац,Пчињски,Лесковац,,381637461886,000,"Основна школа",16,"42.569867, 21.754902"
1157,"Јован Јовановић Змај","Дринске дивизије 6",17530,Сурдулица,Сурдулица,Пчињски,Лесковац,http://www.oszmajsurdulica.edu.rs,017815250,017815250,"Основна школа",23,"42.689293, 22.178902"
1158,"Вук Караџић","ул.Јадранска бб",17530,Сурдулица,Сурдулица,Пчињски,Лесковац,http://www.vuk-karadzic.rs,017815950,017815950,"Основна школа",39,"42.689154766084584,22.168221473693848"
1159,"Пера Мачкатовац","Бело поље бб",17530,Сурдулица,Сурдулица,Пчињски,Лесковац,http://osperamackatovac.nasaskola.rs/,017814579,017814579,"Основна школа",10,"42.67435857693384,22.17041015625"
1160,"Академик Ђорђе Лазаревић","Власина Округлица,бб",17532,"Власина Округлица",Сурдулица,Пчињски,Лесковац,,017409112,017409112,"Основна школа",5,"42.664765987909526,22.34447479248047"
1161,"Иво Лола Рибар","с. Клисура б.б.",17535,Клисура,Сурдулица,Пчињски,Лесковац,,017829644,017829644,"Основна школа",5,"42.757798, 22.408518"
1163,"Свети Сава","с. Божица б.б.",17537,Божица,Сурдулица,Пчињски,Лесковац,,017879112,017879112,"Основна школа",4,"42.615665, 22.399972"
1132,"Георги Димитров","Иво Лола Рибар",17540,Босилеград,Босилеград,Пчињски,Лесковац,https://www.osgeorgidimitrovbosilegrad.nasaskola.rs,0647028670,017877090,"Основна школа",62,"42.49032731830467,22.46978759765625"
934,"Предраг Девеџић","КРАЉА ПЕТРА ПРВОГ БР.44",17542,"ВРАЊСКА БАЊА",Врање,Пчињски,Лесковац,http://www.skola-vranjskabanja.edu.rs,017545218,017545218,"Основна школа",25,"42.553013109940814,21.993936896324158"
933,"Краљ Петар И Ослободилац","село КОРБЕВАЦ",17545,Корбевац,Врање,Пчињски,Лесковац,"http://nema ",017448502,017448502,"Основна школа",7,"42.583578, 22.016172"
1164,"Жарко Зрењанин Уча","село Радовница",17561,Радовница,Трговиште,Пчињски,Лесковац,http://nemamo,0606701408,017,"Основна школа",7,"42.416666,22,226801"
883,"Бранко Радичевић","Победе 72",18000,Габровац,Ниш,Нишавски,Ниш,http://www.bradicevic.edu.rs,018536727,018536727,"Основна школа",9,"43.2805405624353,21.92649006843567"
1049,"Цар Константин","Великотрновска 4",18000,Ниш,Ниш,Нишавски,Ниш,http://www.carkonstantin.edu.rs,538355,538354,"Основна школа",38,"43.31741079984822,21.916783154010773"
1050,"Радоје Домановић","Генерала Милојка Лешјанина 49а",18000,Ниш,Ниш,Нишавски,Ниш,http://www.osrdomanovic.edu.rs,018511030,018254066,"Основна школа",34,"43.319206622393224,21.889185905456543"
885,"Свети Сава","Гарсије Лорке бб",18000,Ниш,Ниш,Нишавски,Ниш,http://www.ossvetisavanis.edu.rs/,018234164,018233891,"Основна школа",40,"43.321977578309244,21.919449269771576"
1052,"Стефан Немања","Косовке девојке бб",18000,Ниш,Ниш,Нишавски,Ниш,http://www.stefannemanja.edu.rs,018/4211-990,018/4213-009,"Основна школа",44,"43.33024286219977,21.90822422504425"
1053,"Вожд Карађорђе","Вожда Карађорђа 29",18000,Ниш,Ниш,Нишавски,Ниш,http://vozdova.edu.rs,018527877,018526581,"Основна школа",27,"43.320820 21.903534"
1054,"Вук Караџић","Београдска 2",18000,Ниш,Ниш,Нишавски,Ниш,https://sites.google.com/site/osvukkaradzicnis/home,018252976,018513711,"Основна школа",19,"43.32616889680771,21.89100980758667"
896,"Ћеле кула","Радних бригада 28",18000,Ниш,Ниш,Нишавски,Ниш,http://www.oscelekula.edu.rs,018232979,018232979,"Основна школа",17,"43.31569396143501,21.92522406578064"
897,"Учитељ Таса","Рајићева бр. 24",18000,Ниш,Ниш,Нишавски,Ниш,http://www.uciteljtasa@edu.rs,018522834,018526776,"Основна школа",41,"43.315038242232646,21.89775824546814"
898,"Душан Радовић","Ђердапска 45",18000,Ниш,Ниш,Нишавски,Ниш,http://www.dusanradovic.edu.rs,018217321,018206881,"Основна школа",51,"43.31955787732062,21.931339502334595"
1057,"Бранко Миљковић","Љубомира Николића 3",18000,Ниш,Ниш,Нишавски,Ниш,http://osbrankomiljkovic.wordpress.com,018230583,018236180,"Основна школа",40,"43.308829, 21.928230"
899,Чегар,"Школска бб",18000,Ниш,Ниш,Нишавски,Ниш,https://oscegar.wordpress.com,018211570,018211570,"Основна школа",31,"43.332488499281936,21.92884236574173"
1058,"Сретен Младеновић Мика","Шабачка 20",18000,Ниш,Ниш,Нишавски,Ниш,https://sites.google.com/site/ossmmikanis/,0184535300,0184535299,"Основна школа",16,"43.310029, 21.917365"
900,"Мирослав Антић","Књажевачка 156",18000,Ниш,Ниш,Нишавски,Ниш,http://mikaantic.znanje.info,081570829,018212535,"Основна школа",40,"43.332353, 21.936275"
1044,"Иво Андрић","Бранка Бјеговића бб",18000,Ниш,Ниш,Нишавски,Ниш,https://sites.google.com/site/osivoandricnis/,018585500,018583663,"Основна школа",21,"43.344529, 21.872403"
880,"Краљ Петар Први","Војводе Путника бр.1",18000,Ниш,Ниш,Нишавски,Ниш,http://kraljpetar.edu.rs,018290005,018290005,"Основна школа",32,"43.31450351359788,21.882614493370056"
1061,"Доситеј Обрадовић","Краљевића Марка 13a",18000,Ниш,Ниш,Нишавски,Ниш,https://dositejnis.wordpress.com/,0184562064,0184562065,"Основна школа",16,"43.313578460980615,21.89023733139038"
1046,"Бубањски хероји","Бубањских хероја 1",18000,Ниш,Ниш,Нишавски,Ниш,https://sites.google.com/site/bubanjskiheroji,018562919,018562919,"Основна школа",24,"43.31398439297682,21.863624453544617"
1047,"Ратко Вукићевић","Ратка Вукићевића бр. 5",18000,Ниш,Ниш,Нишавски,Ниш,http://www.ratkovukicevic.rs,522210,242352,"Основна школа",34,"43.315997, 27.902621"
884,"Коле Рашић","Васе Чарапића 8б",18101,"Ниш, Палилула",Ниш,Нишавски,Ниш,https://kolerasic.edu.rs,018242240,018242240,"Основна школа",24,"43.30858995987336,21.89392000436783"
1051,"Војислав Илић Млађи","Данила Прице 108",18106,Хум,Ниш,Нишавски,Ниш,http://www.osvojislavilicmladji.edu.rs,0184693540,0184693003,"Основна школа",9,"43.37473430400705,21.901904940605164"
1060,Његош,"Пантелејска 60",18106,Ниш,Ниш,Нишавски,Ниш,http://www.osnjegosnis.edu.rs,018212771,018214272,"Основна школа",16,"43.328362004086976,21.91396951675415"
1204,"Др Зоран Ђинђић","Павла Софрића бр.30",18116,"Ниш/Брзи Брод",Ниш,Нишавски,Ниш,http://osdrdjindjic.weebly.com,0184150601,0184542868,"Основна школа",16,"43.315436358306506,21.966476440429688"
1059,"Бранислав Нушић","Доња Трнава, бб, 18202 Горња Топоница - Ниш",18202,"Доња Трнава",Ниш,Нишавски,Ниш,http://osbnusicdt.blogspot.com/,0184601218,0184601218,"Основна школа",11,"43.42024515062305,21.781597137451172"
881,"Лела Поповић","Миљковац бб",18202,Миљковац,Ниш,Нишавски,Ниш,http://lelapopovic.edu.rs,018621724,018622001,"Основна школа",16,"43.4265880723201,21.85506820678711"
886,"Стеван Синђелић",Каменица,18204,Каменица,Ниш,Нишавски,Ниш,https://ossindjelicstevan.wordpress.com/,018652622,018652622,"Основна школа",6,"43.36774640024216,21.934890747070312"
1055,Карађорђе,"Просветина 1",18204,"Горњи Матејевац",Ниш,Нишавски,Ниш,http://oskaradjordje1836wordpress.com,0184575404,018651010,"Основна школа",12,"43.36453294212664,21.968064308166504"
1056,"Иван Горан Ковачић","Ивана Горана Ковачића 14",18205,"Нишка Бања",Ниш,Нишавски,Ниш,https://sr-rs.facebook.com/OsIvanGoranKovacicNiskaBanja,0184548471,0184548471,"Основна школа",20,"43.281304, 21.988587"
1205,"Ђура Јакшић","Српских просветитеља бр.7",18206,Јелашница,Ниш,Нишавски,Ниш,https://osdjurajaksicjelasnica.wordpress.com/,0184500055,0184500055,"Основна школа",8,"43.294743, 22.057845"
901,"Јован Јовановић Змај","село Малча",18207,Малча,Ниш,Нишавски,Ниш,http://oszmajmalca.edu.rs,0184661234,0184662082,"Основна школа",6,"43.33497206548838,22.028499841690063"
1045,"Милан Ракић","Димитрија Туцовића 50",18209,Медошевац,Ниш,Нишавски,Ниш,http://www.osmilanrakic.edu.rs,018261313,018261313,"Основна школа",11,"43.327706421596,21.86180591583252"
1036,"Вук Караџић","Ратка Јовића 10",18210,Житковац,Алексинац,Нишавски,Ниш,https://oszitkovac.wordpress.com,018846454,018887055,"Основна школа",41,"43.49876012743523,21.707611083984375"
882,"Први мај","Железничка бб",18211,Трупале,Ниш,Нишавски,Ниш,http://osprvimaj.weebly.com,0184691099,0184692462,"Основна школа",14,"43.35556828820075,21.812308430671692"
1040,"Аца Синадиновић",Лоћика,18212,Лоћика,Алексинац,Нишавски,Ниш,http://www.osacasinadinovic.edu.rs,018610400,018610400,"Основна школа",5,"43.44494295526125,21.699371337890625"
1035,"Стојан Живковић Столе","18213 Трњане",18213,Трњане,Алексинац,Нишавски,Ниш,http://stojanzivkovicstole.edu.rs,0184844250,0184844250,"Основна школа",8,"43.53336713099811,21.632251739501953"
918,Младост,"Велико Боњинце",18215,"Велико Боњинце",Бабушница,Пиротски,Ниш,http://www.osmladostvbonjince.edu.rs/,0102681028,0102681028,"Основна школа",5,"43.011672, 22.257056"
917,"Светозар Марковић","18217 Љуберађа",18217,Љуберађа,Бабушница,Пиротски,Ниш,http://firme.trzistesrbije.com/osljuberadja/?at_id=12,0102680120,0102680120,"Основна школа",4,"43.02221961002038,22.379322052001953"
1037,"Вожд Карађорђе","Лоле Рибара  2",18220,Алексинац,Алексинац,Нишавски,Ниш,https://sites.google.com/site/osvozdkaradjordjealeksianc/,018804644,018804644,"Основна школа",32,"43.542669, 21.710605"
1038,"Љупче Николић","Тихомира Ђорђевића 10",18220,Алексинац,Алексинац,Нишавски,Ниш,http://www.osljupcenikolic.edu.rs,018800109,018800108,"Основна школа",38,"43.54246101260301,21.70757085084915"
1209,"Смех и суза","Станка Милосављевића  9",18220,Алексинац,Алексинац,Нишавски,Ниш,http://smehisuza.edu.rs,018804626,018804626,"Основна школа",10,"43.54215187814798,21.710593700408936"
1034,"Десанка Максимовић",Катун,18225,Катун,Алексинац,Нишавски,Ниш,,018618180,018618180,"Основна школа",5,"43.492004467917454,21.77941918373108"
1033,"Јован Јовановић Змај","Трг рудара бб",18226,"Алексиначки Рудник",Алексинац,Нишавски,Ниш,http://osrudnik.edu.rs,018882033,018882033,"Основна школа",12,"43.556595901470985,21.690954566001892"
1039,"Свети Сава","Рударска бб",18227,Суботинац,Алексинац,Нишавски,Ниш,http://skole.aleksinac.org,018877651,018877651,"Основна школа",6,"43.597300467515375,21.7034912109375"
808,"Митрополит Михаило","Митрополита Михаила 5",18230,Сокобања,Сокобања,Зајечарски,Зајечар,http://osmitmihsb.edu.rs,018830822,018830822,"Основна школа",30,"43.64303556252954,21.8713840842247"
1041,"Витко и Света","18240 Гаџин Хан",18240,"Гаџин Хан","Гаџин Хан",Нишавски,Ниш,http://osvitkoisvetagadzinhan.nasaskola.rs,860136,861361,"Основна школа",8,"43.22538018071424,22.031707763671875"
1048,"Десанка Максимовић","Mаршала Тита 18",18250,Чокот,Ниш,Нишавски,Ниш,http://osdesmax.wordpres.com,0184561553,0184265100,"Основна школа",16,"43.305161,21.813312"
1043,"Јастребачки партизани","Нишка бб",18252,Мерошина,Мерошина,Нишавски,Ниш,http://www.jastrebackipartizani.edu.rs/,0184892036,0184892036,"Основна школа",11,"43.283934196589,21.7229962348938"
923,"Вук Караџић","Српских владара  111",18300,Пирот,Пирот,Пиротски,Ниш,http://osvukkaradzic.nasaskola.rs,010345210,010313653,"Основна школа",41,"43.15499080208932,22.588090824792743"
924,"Душан Радовић","Занатлијска бб",18300,Пирот,Пирот,Пиротски,Ниш,http://dusanradovic.nasaskola.rs,010312441,010312435,"Основна школа",25,"43.15610704321716,22.589263916015625"
925,"8. септембар","Данила Киша 21",18300,Пирот,Пирот,Пиротски,Ниш,http://osmiseptembar.edu.rs,010345211,010312451,"Основна школа",38,"43.15533122567832,22.59117230772972"
926,"Свети Сава","Саве Немањића 2",18300,Пирот,Пирот,Пиротски,Ниш,http://ossvetisavapirot.nasaskola.rs/,010312440,010312440,"Основна школа",32,"43.16210193159625,22.5914204120636"
921,"Љупче Шпанац","Светосавска бб",18310,"Бела Паланка","Бела Паланка",Пиротски,Ниш,http://www.ljspanac.edu.rs,018855077,018855077,"Основна школа",29,"43.219344593777556,22.312889099121094"
887,"Душан Тасковић Срећко",Сићево,18311,Сићево,Ниш,Нишавски,Ниш,http://osdusantaskovicsrecko.weebly.com,0184671698,0184671698,"Основна школа",9,"43.340988325774155,22.08647860583369"
920,"Јован Аранђеловић","Црвена Река",18313,"Црвена Река","Бела Паланка",Пиротски,Ниш,http://www.jovanarandjelovic.edu.rs/,0184858806,0184858806,"Основна школа",6,"43.27147953014412,22.237519025802612"
922,"Христо Ботев","Христо Ботев бр.3",18320,Димитровград,Димитровград,Пиротски,Ниш,http://oshristobotev.nasaskola.rs,010362788,010360976,"Основна школа",26,"43.014985 22.779604"
919,"Деспот Стефан Лазаревић","7. јули 26",18330,Бабушница,Бабушница,Пиротски,Ниш,http://www.dslazarevicbabusnica.edu.rs,010385021,010385236,"Основна школа",21,"43.06700668029577,22.41786003112793"
915,"Добринка Богдановић","18332 Стрелац",18332,Стрелац,Бабушница,Пиротски,Ниш,http://dobrinkabogdanovic.blogspot.com,010375186,010383014,"Основна школа",6,42.984833;22.463293
916,Братство,Звонце,18333,Звонце,Бабушница,Пиротски,Ниш,,010387054,010387054,"Основна школа",5,0
902,"Добрила Стамболић","Радетова 25, 18360 Сврљиг",18360,Сврљиг,Сврљиг,Нишавски,Ниш,http://osdobrilastambolic.svrljig.rs,018821002,018821002,"Основна школа",49,"43.416674, 22.124577"
1200,"Школа за основно образовање одраслих Тихомир Станковић","Кнез Михајлова 55",18400,Прокупље,Прокупље,Топлички,Ниш,,027323573,027323573,"Основна школа",9,"43.23342800326734,21.58734619617462"
1202,"Свети Сава","Милоша Црњанског бб",18400,Прокупље,Прокупље,Топлички,Ниш,,027321988,027321988,"Основна школа",6,"43.240189,21.591347"
909,"Девети октобар","Змај Јовина 1",18400,Прокупље,Прокупље,Топлички,Ниш,http://www.os9oktobar.rs,027331043,027332400,"Основна школа",43,"43.238625, 21.603895"
912,"Милић Ракић Мирко","Ратка Павловића 150",18400,Прокупље,Прокупље,Топлички,Ниш,http://www.osmirko.edu.rs,027324168,027324168,"Основна школа",15,"43.23750,21.59574"
913,"Ратко Павловић Ћићко","Милоша Обилића 19",18400,Прокупље,Прокупље,Топлички,Ниш,http://www.oscicko.edu.rs,027328256,027328256,"Основна школа",30,"43.24051342863989,21.591997146606445"
914,"Никодије Стојановић Татко","Ратка Павловића 43",18400,Прокупље,Прокупље,Топлички,Ниш,http://www.nstatko.edu.rs,027321698,027321698,"Основна школа",35,"43.236225, 21.590444"
910,"Вук Караџић","Житни Поток",18407,"Житни Поток",Прокупље,Топлички,Ниш,http://www.vukkaradziczitnipotok.rs,027364131062364131,027364131,"Основна школа",8,"43.091957828335666,21.575088500976562"
1042,"Вук Караџић","ул. Вук Караџића бр.6",18410,Дољевац,Дољевац,Нишавски,Ниш,,018810209,018811001,"Основна школа",20,"43.1994398306085,21.832381412386894"
906,"Топлички хероји","Светосавска бр. 25.",18412,Житорађа,Житорађа,Топлички,Ниш,,0278362094,0278362970,"Основна школа",23,"43.183728727182476,21.71275019645691"
905,"Стојан Новаковић","Вука Караџића бб",18420,Блаце,Блаце,Топлички,Ниш,http://www.osblace.edu.rs,027371373,027370010,"Основна школа",32,"43.29704223415817,21.286911964416504"
911,"Светислав Мирковић Ненад","Мала Плана бб",18423,"Мала Плана",Прокупље,Топлички,Ниш,http://smnenad.edu.rs,27343988,27343522,"Основна школа",11,"43.24135752808826,21.48372709751129"
907,"Милоје Закић","Топличка 14",18430,Куршумлија,Куршумлија,Топлички,Ниш,http://osmilojezakic.com,027381124,027381124,"Основна школа",23,"43.14458518880386,21.26674175262451"
908,"Дринка Павловић","Вука Караџића  54",18430,Куршумлија,Куршумлија,Топлички,Ниш,http://www.osdrinkakursumlija.rs,027389050,0278100091,"Основна школа",32,"43.139565, 21.269155"
1203,"Коста Војиновић","ТОПЛИЧКА 14, КУРШУМЛИЈА",18430,Подујево,Подујево,Косовски,"Косовска Митровица",http://www.KOSTA,027385827,027385827,"Основна школа",8,"43.144740 ,21.265577"
800,"Љубица Радосављевић Нада","Ђердапска бб",19000,Зајечар,Зајечар,Зајечарски,Зајечар,http://osljubicaradosavljevicnada.nasaskola.rs/,019442113,019442113,"Основна школа",23,"43.90228340803014,22.286603450775146"
801,"Десанка Максимовић","Доситејева 4",19000,Зајечар,Зајечар,Зајечарски,Зајечар,http://osdesankazajecar.edu.rs,019421847,019421847,"Основна школа",22,"43.90172681819354,22.27606773376465"
794,"Ђура Јакшић","Лењинова бр. 1",19000,Зајечар,Зајечар,Зајечарски,Зајечар,http://www.osdjurajaksiczajecar.edu.rs,0193400295,0193100517,"Основна школа",22,"43.90086100143823,22.262163162231445"
795,"Љуба Нешић","Доситејева 2",19000,Зајечар,Зајечар,Зајечарски,Зајечар,http://www.osljubanesic.edu.rs/,019423656,019442416,"Основна школа",26,"43.902876, 22.275622"
796,"Хајдук Вељко","Добривоја Радосављевића Бобија бб",19000,Зајечар,Зајечар,Зајечарски,Зајечар,,"019 440-116","019 440-116","Основна школа",24,"43.910175601048444,22.262152433395386"
793,"Вук Караџић","Изворски пут бб",19206,"Велики Извор",Зајечар,Зајечарски,Зајечар,https://sites.google.com/site/vukkaradzicprivremeno/,019467115,019467115,"Основна школа",9,"43.91928781106665,22.32748031616211"
797,"15. мај","Мали Јасеновац",19209,"Мали Јасеновац",Зајечар,Зајечарски,Зајечар,,019451211,019451211,"Основна школа",5,"44.02540896761498,22.443008422851562"
765,"Бранко Радичевић","Моше Пијаде 31",19210,Бор,Бор,Борски,Зајечар,http://branko-bor.edu.rs,030428881,030428881,"Основна школа",24,"44.071987, 22.100155"
766,"Свети Сава","Моше Пијаде 31",19210,Бор,Бор,Борски,Зајечар,https://ossvetisava.wordpress.com/,030421688,030422673,"Основна школа",18,"44.07216275805959,22.100147008895874"
767,"Вук Караџић","Моше Пијаде 6",19210,Бор,Бор,Борски,Зајечар,http://www.osvukbor.edu.rs,030424588,030424588,"Основна школа",20,"44.077005, 22.096305"
763,"3. октобар","3.октобар 71",19210,Бор,Бор,Борски,Зајечар,https://www.facebook.com/OStrecioktobar,030433268,030433268,"Основна школа",35,"44.06270078155314,22.097813487052917"
764,"Душан Радовић","Краља Петра I 10",19210,Бор,Бор,Борски,Зајечар,http://www.оsdusanradovicbor.edu.rs,030432469,030432469,"Основна школа",29,"44.0663476,22.0235135"
798,"Јеремија Илић Јегор","Светосавска 2",19214,Рготина,Зајечар,Зајечарски,Зајечар,http://www.osrgotina.edu.rs/,019466119,019466119,"Основна школа",8,"44.008103103814875,22.271143198013306"
769,"Петар Радовановић","Трг Петра Радовановића бб",19215,Злот,Бор,Борски,Зајечар,,0302561022,0302561022,"Основна школа",17,"44.05206384489493,21.9287109375"
762,"Ђура Јакшић",Кривељ,19219,Кривељ,Бор,Борски,Зајечар,https://www.facebook.com/OsnovnaSkolaDjuraJaksicKrivelj?fref=ts,030473114,030473171,"Основна школа",9,"44.165526813666645,22.036589071149137"
775,"Вук Караџић","Стевана Мокрањца 14",19220,"Доњи Милановац",Мајданпек,Борски,Зајечар,http://www.osvukdmil.edu.rs,030590142,030591242,"Основна школа",16,"44.465342436195094,22.151082158088684"
803,"Јован Јовановић Змај","Маршала Тита 35",19224,Салаш,Зајечар,Зајечарски,Зајечар,http://osjjzmajsalas.nasaskola.rs,019470126,019470126,"Основна школа",8,"44.12111323765367,22.32696533203125"
768,"Станоје Миљковић"," Маршала Тита 199",19229,Брестовац,Бор,Борски,Зајечар,http://www.osstanojemiljkovic.nasaskola.rs,030436960,030436860,"Основна школа",8,"44.03698325398107,22.095844745635986"
792,"Ђорђе Симеоновић",бб,19233,Подгорац,Бољевац,Зајечарски,Зајечар,http://osdjordjesimeonovic.edu.rs,030460294,030460294,"Основна школа",7,"43.97082781825965,21.8792724609375"
776,"Велимир Маркићевић","Светог Саве 39",19250,Mајданпек,Мајданпек,Борски,Зајечар,http://staraskola-mpek.edu.rs,030581138,030581138,"Основна школа",19,"44.41815595363344,21.94808453321457"
777,"12. септембар",Пролетерска,19250,Мајданпек,Мајданпек,Борски,Зајечар,https://www.facebook.com/groups/354268054756212/,030581057,030581057,"Основна школа",8,"44.42362426420971,21.93398952484131"
779,"Миладин Бучановић","Влаове бб",19256,"Јасиково - Влаоле",Мајданпек,Борски,Зајечар,http://miladinbucanovic.blogspot.com/,030576316,030576316,"Основна школа",6,"44.269206, 21.983042"
778,"Бранко Перић","Рудна Глава бб",19257,"Рудна Глава",Мајданпек,Борски,Зајечар,http://www.rudosbp.edu.rs,030585650,030585650,"Основна школа",9,"44.32100809449156,22.091681957244873"
786,"Бранко Радичевић","Интернационалних бригада 57",19300,Неготин,Неготин,Борски,Зајечар,http://www.osbradicevicnegotin.nasaskola.rs/,019544020,019544020,"Основна школа",22,"44.2314861045648,22.524418830871582"
787,"Вук Караџић","Лоле Рибара 1",19300,Неготин,Неготин,Борски,Зајечар,http://www.osvuk.edu.rs,019542374,019542590,"Основна школа",24,"44.22773448265054,22.533645629882812"
788,"Вера Радосављевић","Јована Јовановића Змаја б.б.",19300,НЕГОТИН,Неготин,Борски,Зајечар,http://osvera.nasaskola.rs/,019545085,019545085,"Основна школа",21,"44.22369814697912,22.535571455955505"
1172,"за лако ментално ометену децу 12. Септембар","Трг Ђорђа Станојевића бб",19300,Неготин,Неготин,Борски,Зајечар,,019549920,0193100340,"Основна школа",10,"44.22939890999914,22.52877876162529"
782,"Хајдук Вељко","Трг слободе 8",19303,Штубик,Неготин,Борски,Зајечар,https://www.oshajdukveljkostubik.edu.rs:8443,019555035,019555008,"Основна школа",7,"44.29338405866148,22.323532104492188"
783,"Јован Јовановић Змај","Ћирила и Методија 23",19304,Јабуковац,Неготин,Борски,Зајечар,http://www.osjabukovac.edu.rs,019558003,019558003,"Основна школа",8,"44.35230933667768,22.382310032844543"
